id,latitude,longitude,title,description,product,other_product,service,province,address,status,promotion,old_picture,picture
601,11.570444444444444,104.90508333333334,PTT Station Neak Vorn,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'ABA', 'Cash']",Phnom Penh,"Russian Federation Blvd (St.110), Sangkat Srah Chak, Khan Doun Penh, Cambodia",under construct,['promotion1'],,2.png
603,10.634594444444444,103.54430555555555,PTT Station Klaing Leu,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",['EV'],"['Fleet card', 'ABA', 'Cash']",Preah Sihanouk,"National Road No. 4, Sangkat 1, Khan Mittapheap, Sihanouk Province, Cambodia",24h,[''],,2.png
604,13.357830555555555,103.89061944444445,PTT Station Seang Nam,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'ABA', 'Cash']",Siem Reap,"National Road No. 6, Sangkat Chreav, Khan Siem Reap, Siem Reap Province, Kingdom of Cambodia",24h,[''],,2.png
605,11.532950000000001,104.95410555555556,PTT Station Chba Ampov,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']","['EV', 'Onion']","['Fleet card', 'ABA', 'Cash']",Phnom Penh,"National Road No. 1 (Phnom Penh-Vietnam), Sangkat Niruth, Khan Chbar Ampov, Phnom Penh, Cambodia",24h,[''],,2.png
606,13.368913888888889,103.84679166666666,PTT Staton Siem Reap,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",['Onion'],"['Fleet card', 'ABA', 'Cash']",Siem Reap,"National road No. 6, Phum Sala Kanseng, Sangkat No.2, Siem Reap Province, Kingdom of Cambodia ",24h,[''],,2.png
608,12.052297222222222,105.05008611111111,PTT Station Phdao Chum I,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'ABA', 'Cash']",Kampong Cham,"National Road No. 6 Phum Chheur Teal, Khum Phdao Chum, Srok Cherng Prey, Kampong Cham Province, Kingdom of Cambodia",24h,[''],,2.png
609,11.35755,104.18873333333333,PTT Station Pich Nil,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'ABA', 'Cash']",Kampong Speu,"National Road No4, Phumi 6, Khom Traeng Troyeung, Srok Phnom Srouch, Kampong Speu Province, Cambodia.",24h,[''],,2.png
610,11.487627777777776,104.81649722222222,PTT Station Prey Key,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",['EV'],"['Fleet card', 'ABA', 'Cash']",Phnom Penh,"National road No.3, Phum Prey Key, Sangkat Pleung Chhess Rotes, Khan Posen Chey, Phnom Penh, Cambodia",24h,[''],,2.png
611,10.990052777777777,104.782825,PTT Station Takeo City,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'ABA', 'Cash']",Takeo,"Poum 3, Sangkat Rokar Knung,Krung DounKeo, Takeo Province",24h,[''],,2.png
612,12.219722222222222,104.66816666666666,PTT Station Kampong Chhnang,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'ABA', 'Cash']",Kampong Chhnang,"National R. 5, Phum Toul Khsach, Khum Chrey Bak, Srok Rolea Pa Ear, Kanpong Chhnang province ",24h,[''],,2.png
613,11.679722222222221,104.85052777777777,PTT Station Prek Phnov,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",['EV'],"['Fleet card', 'ABA', 'Cash']",Phnom Penh,"National Road 5, Doung Village, Sangkat Por Nhea Leu, Khan Prek Phnov, Phnom Penh",24h,[''],,2.png
614,12.051802777777779,105.04250833333333,PTT Station Phdao-Chum II,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'ABA', 'Cash']",Kampong Cham,"National Road No. 6 Phum Chheur Teal, Khum Phdao Chum, Srok Cherng Prey, Kampong Cham Province, Kingdom of Cambodia",24h,[''],,2.png
617,11.498694444444444,104.8723611111111,PTT Station Prey Sar,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'ABA', 'Cash']",Phnom Penh,"#811 Rd.PreySor, Sangkat PreySor,Khan Dongkor Phnom Penh",24h,[''],,2.png
10029691,11.606027777777777,104.88672222222223,PTT Aeon II,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#4818, St 1003, Bonla Swet Village, Sangkat Khmough, Khan Sen Sok, Phnom Penh",16h,[''],,2.png
10032997,11.577166666666667,104.9555,PTT AKREIY KSAT,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kandal,"Phum Arey Ksat, Khum Arey Ksat, Srok Lave Am, Kandal Province",16h,[''],,2.png
10033524,11.634527777777777,104.86933611111111,PTT-Station-Grand Phnom Penh II,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"Street 307, Lor Kambor Village, Sangkat Svay Pak, Khan Russey Keo, PP",24h,[''],,2.png
10032217,11.603194444444444,104.92694444444444,PTT Station Chroy Chang Va III,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#Land B KeanKlang Vilage, Sangkat Chroy ChangVa, Phnom Penh",16h,[''],,2.png
10029692,11.735388888888888,105.02719444444445,PTT Prek Tameak,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kandal,"National R. 8, Anlong Village, Prek Tamak Commune, Kandal District, Kandal",24h,[''],,2.png
10032352,11.615499999999999,104.84936111111111,PTT Khmounh Sen Sok,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#F56, St. Fortune, Chong Thnol Khang Kert Village, Sangkat Tuek Thla, Khan Sen Sok, Phnom Penh",16h,[''],,2.png
10032353,11.52025,104.88244444444443,PTT Moil Villlage,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh," St. Toul Pong Ror, Phum Morl, Sangkat Dongkar, Phnom Penh",16h,[''],,2.png
10033523,11.569022222222221,104.86495833333333,PTT DEY THMEY,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#620, street: 58P, Dey Thmey Village, Sangkat: Koukleang, Khan: Sen Sok, Phnom Penh. ",16h,[''],,2.png
10033316,11.442366666666667,104.88457500000001,PTT SOK KEO KOUR SROV,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"National Road No.2, Phum krang Svay,Sangkat Prek Kampeus,Khan Dongkor",24h,[''],,2.png
10033821,11.882416666666668,104.88477777777778,PTT Road 61,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Kampong Cham,"St.  61, Sangkerb Village, Sambour Commune, 
Batheay District, Kampong Cham Province",16h,[''],,2.png
10030896,11.831972222222221,104.73177777777778,PTT OUDONG,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kampong Chhnang,"No. 0136, Road No. 5, Chhunleak Dei Village, Svay Commune, Samaki Meanchey District, Kompongchhnang Province.",24h,[''],,2.png
10032893,11.615072222222222,104.89731666666667,PTT Wat Tul,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh," #201, St 1701, Kroul Kour Village, Sangkat Kilomet lerk 6, Khan Russey Keo, Phnom Penh",16h,[''],,2.png
10032705,13.22936111111111,104.1641388888889,PTT DOM DEK,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Siem Reap,"National Road No. 6, Khum Dam Dek, Srok Sonikum, Siem Reap Province, Kingdom of Cambodia",16h,[''],,2.png
10031114,12.753666666666666,104.90597222222223,PTT KOMPONGTHOM II,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'ABA', 'Cash']",Kampong Thom,"National Road 6, Phum Thnal Bek, Kum Trapang Rassey, Srok Kompong Svay, Kompongthom",24h,[''],,2.png
10030505,13.058861111111112,103.26180555555555,PTT BTB Before City,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Battambang,"#St,Phum Svaykong,Khum Anlongvel,SANGKE DISTRICT,Battambang Provinc",16h,[''],,2.png
10031826,13.071111111111112,103.16636111111112,PTT Battambang Road57,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Battambang,"National Road 57, Andong Preng Village, Omal Commune, Battambang District, Battambang province",24h,[''],,2.png
10027087,10.608333333333333,104.19455555555555,PTT KOMPOT I,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kampot,"National Road 3, Kompongbay Khang Cherng village, Kompongbay commune, Kampot",24h,[''],,2.png
10026213,11.45693611111111,104.95804444444445,PTT Mony Oudom(N21),['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kandal,"National Road 21, Phum Prek Somrong,Sangkat Takhmao,Krung Takhmao",16h,[''],,2.png
10027210,10.993777777777776,104.75640277777778,PTT SOK KEO TAKEO,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Takeo,"House No. N/A, Road No. 02, Phum Khseung,Sangkat Rokar Khnong,Daun Keo",16h,[''],,2.png
10025514,11.558819444444445,104.92549444444445,PTT Pasteur,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh," #120, St. Pastor, village 4, Sangkat Chaktoumouk, Khan Doun Penh           Phnom Penh",16h,[''],,2.png
10034019,11.726277777777778,104.96366666666667,PTT_PREK ANCHANH,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"Land No .5, Road 6A, Phum Prek Taben, Khum Prekanh Chanh, Srok Mokkam Pol, Khet Kandal, Cambodia.",24h,[''],,2.png
10033146,13.256194444444445,103.09019444444444,PTT THMOR KOL I,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Battambang,"National Road 5, Kaksekam Village, Tapoung Commune, Thma koul district, battambang province.",24h,[''],,2.png
10027790,11.496583333333332,104.89269444444444,PTT ChomkaDoung S.J.K,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"Street 217, Phum Taley, Sangkat Dangkor, Khan Dangkor, Phnom Penh",16h,[''],,2.png
10029893,11.473722222222221,104.8931388888889,PTT MEETING POINT,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"St. Tomnob 7 Makara, Road 60m, Phum Baku, Sangkat Dangkor, Khan Dangkor, Phnom Penh",16h,[''],,2.png
10030924,11.501972222222221,104.84119444444444,PTT KS TOUL PONGRO,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#12 Street Betong, Sangkat Chom Chao, Khan Porsenchey, Phnom Penh (Infront of JS Corp factory)",24h,[''],,2.png
10030247,11.507222222222222,104.88797222222223,PTT Prey Sar_MOM2K,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"Prey Sor Street, Thmey Village, Sangkat Dongkor, Khan Dongkor, Phnom Penh",24h,[''],,2.png
10030894,11.37725,104.75825,PTT KANDAL STEUNG,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kandal,"National Road 3, Taleuk village, Tropeang Veng commune, Kandal Steung district, Kandal province",24h,[''],,2.png
10034050,11.575055555555556,104.86380555555554,PTT KHORK KHLEANG,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"located at plot land no. 600 and 601, Street 72 P, Roung Chak Village, Sangkat Khork Khleang, Khan Sen Sok, Phnom Penh",24h,[''],,2.png
10026251,11.558919444444445,104.85001388888888,PTT Station Airport,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"No. 230, Russian Federation Blvd,Sangkat Kakab,Khan Porsenchey",24h,[''],,2.png
10032197,11.58763888888889,104.89905555555556,PTT Staion TK _DARA RITH,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"at street No. 103, 4 Village, Sangkat Phsar Daeum Thkov, Khan Chamkarmon, Phnom Penh",16h,[''],,2.png
10025835,11.558222222222224,104.85683333333333,PTT Maeda (New),['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#2004 (Maida), Trapang Lvea village, Sangkat Kakab,Khan Posenchey, Phnom Penh",16h,[''],,2.png
10027083,11.568527777777778,104.92019444444445,PTT Central Market,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"St.217 &St.67,Sangkat Psar Thmey II,Khan Teuk Chhoo",24h,[''],,2.png
10027423,11.523166666666668,104.89847222222222,PTT 371,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"Street 371, Tnut Chrum Village,Sangkat Boeung Tumpun, Khan Meanchey",16h,[''],,2.png
10027424,11.539944444444444,104.91044444444445,PTT St 430,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"Street 430 corner of street 450,Sangkat Toul Tompong 2,Khan Chamkarmon",16h,[''],,2.png
10027728,11.562166666666668,104.8956388888889,PTT TEP PORN,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"No. 3+4, St. Oknha Tep Phan, Sangkat Boeng Keng Kang 1, Khan Chamkar Morn, Phnom Penh",24h,[''],,2.png
10023722,11.444166666666668,104.89716666666668,PTT Station Mongkol,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"National road 2, Sangkat Prek Kompes, Khan Dongkou, Phnom Penh",16h,[''],,2.png
10026809,11.497527777777776,104.94252777777778,PTT Changré Krom,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"#760C, National Road No.2, Prektalong Village,Sangkat Chak Angre Krom,Phnom Penh",16h,[''],,2.png
10029690,11.53448888888889,104.82816388888888,PTT Chaom Chao,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#235, National Road No.4,Pray Pring Khang Cheung Village Sangkat Chom Chao KHAN POR SENCHEY Phnom Penh Cambodia.",16h,[''],,2.png
10027224,11.566722222222221,104.85315555555555,PTT Beung Chhouk,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#St. 2011, Phum Domnak,Sangkat Phnom Penh Thmey,Khan SenSok,Phnom Penh",16h,[''],,2.png
10026802,11.603944444444444,104.93033333333334,PTT CHROYCHANGVA I,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#House no. N/A, Steet no. 6, Phum Keankleang,Sangkat Chroychangva,Khan Chroy Channgva",16h,[''],,2.png
10028079,11.50686111111111,104.99380555555555,PTT THIGER Factory Road,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"# 007377, Road Tiger factory, Phum Bos Angkunh, Sangkat Prek Eng, Khan Chba Ampov ",16h,[''],,2.png
10034689,11.503333333333334,104.87447222222221,PTT Reusey Sanh,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"on plot land No. 565, Tuol Pongro Street, Brakar Village, Sangkat Prey Sor, Khan Sen Sok, Phnom Penh",24h,[''],,2.png
10034999,11.626916666666666,104.85602777777777,PTT Station Hanoi BLVD,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#0601, street 1019, Anlong Kngan Village, Sangkat Khmuonh, Khan Sen Sok, Phnom Penh",24h,[''],,2.png
10034862,11.534972222222223,104.91430555555556,PTT Tuol Tom Pong,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"land plot No. 175 corner street 478, I Village, Sangkat Toul Tom I, Khan Chamkarmorn, Phnom Penh",16h,[''],,2.png
10034074,11.45761111111111,104.92680555555556,PTT Prek Ho,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kandal,"located at plot land no.687,​ Battachi Village, Sangkat Prek Ho, Ta Khmau Municipal,Kandal Province",24h,[''],,2.png
10034461,11.48472222222222,104.74972222222222,PTT Boeng Thom,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"located at plot land no. 986, Tuol Svay Village, Sangkat Boeung Thom, Khan Kamboul, Phnom Penh",16h,[''],,2.png
10023796,11.587861111111112,104.90694444444445,PTT Toul Sangke,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"At #04458, Concrete road, Toul Songkae village, Sangkat Toul Songkae, Russey Keo district, Phnom",16h,[''],,2.png
10032855,11.646894444444444,104.86244722222222,PTT MAO SEAKHONG GRAND PHNOM PENH,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#19, St Betong, Lor Kambour Village, Sangkat Svay Pak, Khan Russey Keo, Phnom Penh",24h,[''],,2.png
10023427,11.530608333333333,104.93043888888889,PTT Kbal Tnal,[''],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"#311 Street 93 corner with street 41, Sangkat Tonle Basak,           Khan Chomkar Mon, Phnom Penh",16h,[''],,2.png
10031806,11.552861111111111,104.88502777777778,PTT Maeda (St 2004),['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"St, Maeda 2004 corner with st.371, Phum Trapeang Chhok, Sangkat Toeuk Thla, Khan Sen Sok, Phnom Penh",24h,[''],,2.png
10021637,11.544344444444445,104.92217777777778,PTT Bokor,['7-Eleven'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"at #735, St. 93 corner St. 245, village 9, Sangkat Boeng Keng Korng 3,          Khan Chomkar Mon, Phnom Penh",24h,[''],,2.png
618,12.055916666666667,105.07019444444444,PTT Phdao-Chum lll,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kampong Cham,"National road 6, Skun village, Choktep commune, Cheung Prey district, Kompong Cham province",16h,[''],,2.png
10021912,11.482255555555556,104.944525,PTT Ta Khmao,[''],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Kandal,"National road 2, Takmao village, Sangkat Takmao, Kandal province",16h,[''],,2.png
10021709,11.99911111111111,105.45361111111112,PTT Tonle Oum I,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Kampong Cham,"National road 7, village Chas, Sangkat Val Vong, Kompong Cham town, Kompong Cham province",24h,[''],,2.png
10021714,13.10675,103.19680555555556,PTT O'Char,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Battambang,"National road 5, O’char village, Sangkat O’char, Khan Battombong, Battombong province",under construct,[''],,2.png
10021644,13.375444444444446,103.83555555555554,PTT Bun Sary I,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Siem Reap,"National road 6A, Krus village, Svay Dongkom commune,            Siem Reap district, Siem Reap province",16h,[''],,2.png
10025909,13.360333333333333,103.872,PTT Bun Sary II,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Siem Reap,"Street 6A, Bonteay Chas village, Sangkat Slor Kram, Siem Reap town Siem Reap province",16h,[''],,2.png
10021643,13.089972222222222,103.20994444444445,PTT TADAMBANGKRORNHUONG,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Battambang,"National road 5, Bek Chan village, Sangkat Preh Sdach, 
Khan Battombong, Battombong province
",16h,[''],,2.png
10021648,11.59825,104.90080555555556,PTT Camko City,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#42, St 598, Sangkat Toul Sangke,Khan Russey Keo, Phnom Penh",16h,[''],,2.png
615,11.531666666666668,104.86122222222221,PTT Veng Sreng,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"#81, St. Veng Sreng, Tro Pang Tleong village, Sangkat Chom Chav, Phnom Penh",under construct,[''],,2.png
10023212,11.597872222222223,104.86965833333333,PTT Hanoi (C-7),['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"#1657, St 1019, Banla la it commune, Sangkat Khmouy,Khan Sensok, Phnom Penh",16h,[''],,2.png
10023463,12.495694444444444,106.02594444444445,PTT Kratie,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kratie,"#009/0217, Ou Ressey village, Kratie district, Kratie province.",16h,[''],,2.png
10030619,11.553972222222223,104.87105555555554,PTT NORTH BRIDGE,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"#552, Street Northbridge, Sangakat Obek Kaorm, Khan Sensok, Phnom Penh",16h,[''],,2.png
10023997,13.653833333333333,102.56275,PTT Poi Pet 1,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Banteay Meanchey,"Paliley 1 village, Sangkat Poi Pet, Poi Pet town,  
Bonteay Meanchey province
",24h,[''],,2.png
10025350,11.5765,104.89105555555557,PTT INTRADEVY,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"129, St 592, Corner St.317, Phum 5, Sangkat Boeungkok 2, Khan Toul Kork, Phnom Penh",24h,[''],,2.png
30063513,11.585147222222222,104.90070277777778,PTT Angten Toul Kork,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"#120,St Pastor,Phum 4, Sangkat Chaktoumouk, Khan Doun Penh, Phnom Penh.",24h,[''],,2.png
10025853,11.53663888888889,104.92063888888889,PTT Beoung Trabek,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"#73 St. 474, Sangkat Boeng Trabek, Khan Chomkar Mon, Phnom Penh.",16h,[''],,2.png
10025918,12.719,104.88708333333334,PTT Kampong Thom,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Kampong Thom,"National Road No. 06, Phum Kdey,Sangkat Prey Taho,Krung Steung Sen,KompongThom Province",16h,[''],,2.png
10026283,11.5428,104.89364444444445,PTT Steuong Mean Chey,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"#1452, Street Monireth (217) DomakThom Village,Sangkat Steung Mean Chey,Khan MeanChey",24h,[''],,2.png
10030392,11.574333333333334,104.88570555555556,PTT Phnom Penh Thmey,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",['EV'],"['Fleet card', 'Cash']",Phnom Penh,"#867, St. 1986, Tumnup Village,Sangkat Phnom Penh Thmey,Khan Sen Sok",24h,[''],,2.png
10026452,11.474277777777777,104.55200277777777,PTT ROLANG SANGKAE,"['Amazon', '7-Eleven']","['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Kampong Speu,"Road 4, Phum Rolang Sangkae,Sangkat Sopor Tep,Krung Chbar Morn",24h,[''],,2.png
10026578,11.590547222222224,104.88133333333333,PTT Mong Rithy,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Phnom Penh,"#4458, St.1928, Payab Village,Sangkat Phnom Penh Thmey,Khan Sen Sok",16h,[''],,2.png
10026673,10.611944444444443,103.52594444444445,PTT SHIHANOUK VILE,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],['Cash'],Preah Sihanouk,"Phum 4,Sangkat 4,Khan Phreah Sihanuk",24h,[''],,2.png
10026852,11.241833333333332,104.6991388888889,PTT Tram Khnar,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kampong Speu,"#Road Phum AngSokunthea,Khum MohaRussei,Srok Kong Pisey",16h,[''],,2.png
10031916,11.532141666666668,104.91325833333335,PTT  St.271,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"#508, St. 271,Sangkat Beung Tompon,Khan Meanchey,Phnom Penh",16h,[''],,2.png
30057218,11.581416666666666,104.91972222222223,PTT WAT PHNOM,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Phnom Penh,"# 120 St. Pasteur, Phum 4,Sangkat Chaktomok,Khan Daun Penh",16h,[''],,2.png
10021647,12.01225,105.43022222222223,PTT Tonle-Aum II,['Amazon'],"['ULG 95', 'ULR 91', 'HSD']",[''],"['Fleet card', 'Cash']",Kampong Cham,"Old National Road No. 7, Phum No.06 Sangkat Vel Vong",16h,[''],,2.png
